id,email,password_hash,full_name,phone,address,role,is_active,created_at,updated_at
1000792,user_1000792@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1000792,0918715975,"Street Address 1000792, District 9, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1000877,user_1000877@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1000877,0950259503,"Street Address 1000877, District 3, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1001145,user_1001145@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1001145,0995590648,"Street Address 1001145, District 3, Hanoi, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1001199,user_1001199@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1001199,0940097200,"Street Address 1001199, District 2, Ho Chi Minh City, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1001326,user_1001326@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1001326,0928639738,"Street Address 1001326, District 4, Hanoi, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1001375,user_1001375@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1001375,0958438711,"Street Address 1001375, District 9, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1001419,user_1001419@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1001419,0972734149,"Street Address 1001419, District 9, Ho Chi Minh City, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1001466,user_1001466@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1001466,0921571646,"Street Address 1001466, District 2, Hanoi, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1001472,user_1001472@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1001472,0974245343,"Street Address 1001472, District 9, Hanoi, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1001566,user_1001566@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1001566,0964953237,"Street Address 1001566, District 10, Ho Chi Minh City, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1001629,user_1001629@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1001629,0952550733,"Street Address 1001629, District 11, Ho Chi Minh City, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1001915,user_1001915@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1001915,0972523073,"Street Address 1001915, District 11, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1002042,user_1002042@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1002042,0927224779,"Street Address 1002042, District 9, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1002185,user_1002185@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1002185,0934422678,"Street Address 1002185, District 3, Hanoi, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1002307,user_1002307@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1002307,0917437386,"Street Address 1002307, District 2, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1002526,user_1002526@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1002526,0950818905,"Street Address 1002526, District 3, Ho Chi Minh City, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1002589,user_1002589@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1002589,0940262109,"Street Address 1002589, District 6, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1002618,user_1002618@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1002618,0948124318,"Street Address 1002618, District 2, Hanoi, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1002909,user_1002909@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1002909,0995235919,"Street Address 1002909, District 9, Hanoi, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1002927,user_1002927@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1002927,0993889081,"Street Address 1002927, District 5, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1003249,user_1003249@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1003249,0922539748,"Street Address 1003249, District 9, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1003351,user_1003351@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1003351,0989431184,"Street Address 1003351, District 10, Ho Chi Minh City, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1003656,user_1003656@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1003656,0998413629,"Street Address 1003656, District 10, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1003716,user_1003716@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1003716,0991220369,"Street Address 1003716, District 6, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1003724,user_1003724@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1003724,0913808225,"Street Address 1003724, District 2, Ho Chi Minh City, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1003901,user_1003901@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1003901,0987412924,"Street Address 1003901, District 5, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1004096,user_1004096@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1004096,0986790955,"Street Address 1004096, District 7, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1004337,user_1004337@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1004337,0914064904,"Street Address 1004337, District 8, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1004584,user_1004584@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1004584,0948879071,"Street Address 1004584, District 11, Hanoi, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1004792,user_1004792@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1004792,0942866956,"Street Address 1004792, District 11, Hanoi, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1004807,user_1004807@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1004807,0970873663,"Street Address 1004807, District 2, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1005074,user_1005074@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1005074,0931217198,"Street Address 1005074, District 8, Hanoi, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1005166,user_1005166@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1005166,0972336371,"Street Address 1005166, District 4, Hanoi, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1005284,user_1005284@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1005284,0929282885,"Street Address 1005284, District 6, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1005294,user_1005294@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1005294,0956354851,"Street Address 1005294, District 7, Ho Chi Minh City, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1005498,user_1005498@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1005498,0959733063,"Street Address 1005498, District 9, Da Nang, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1005616,user_1005616@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1005616,0952831009,"Street Address 1005616, District 4, Hanoi, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1005649,user_1005649@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1005649,0945899440,"Street Address 1005649, District 8, Ho Chi Minh City, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1005712,user_1005712@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1005712,0922993840,"Street Address 1005712, District 1, Hanoi, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
1005832,user_1005832@example.com,pbkdf2_sha256$600000$g45n8FfK39$d589e472cebf4d70b62e49c66bc2fbfa48f8876c117e1a3bc8945a8df241bf89,Customer User 1005832,0992594562,"Street Address 1005832, District 7, Ho Chi Minh City, Vietnam",customer,True,2026-06-07 15:13:55,2026-06-07 15:13:55
